id,country,iso3,latitude,longitude,centroid,role,displacement_type,qualifier,figure,displacement_date,displacement_start_date,displacement_end_date,year,event_id,event_name,event_codes,event_code_types,event_start_date,event_end_date,category,subcategory,type,subtype,old_id,sources,source_url,locations_name,locations_coordinates,locations_accuracy,locations_type,displacement_occurred,created_at,description,link,combined_type
251028,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,5700,4/20/2026,4/6/2026,4/20/2026,2026,37908,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T11:04:10.213380Z,"Myanmar: 5,700 displacements, 06 April - 20 April. According to UNHCR Myanmar, a total of 5,700 people were reported displaced in Kachin State, Myanmar after non-international armed conflict between April 6 and April 20, 2026. UNHCR Myanmar - 20 April 2026",,Non-International armed conflict (NIAC)
251029,Myanmar,MMR,24.47151,95.465286,"[24.47151, 95.465286]",Recommended figure,Conflict,total,13600,4/20/2026,4/6/2026,4/20/2026,2026,37909,Myanmar: Non-International armed conflict (NIAC) - Sagaing Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Sagaing, Myanmar","24.47151, 95.465286",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T11:04:10.324010Z,"Myanmar: 13,600 displacements, 06 April - 20 April. According to UNHCR Myanmar, a total of 13,600 people were reported displaced in Sagaing, Myanmar after non-international armed conflict between April 6 and April 20, 2026. UNHCR Myanmar - 20 April 2026",,Non-International armed conflict (NIAC)
251008,Myanmar,MMR,17.18631,97.749931,"[17.18631, 97.749931]",Recommended figure,Conflict,total,100,4/6/2026,3/30/2026,4/6/2026,2026,37915,Myanmar: Non-International armed conflict (NIAC) - Kayin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kayin State, Myanmar","17.18631, 97.749931",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T10:45:56.669642Z,"Myanmar: 100 displacements, 30 March - 06 April. According to UNHCR Myanmar, a total of 100 people were reported displaced in Kayin State, Myanmar after non-international armed conflict between March 30 and April 6, 2026. UNHCR Myanmar - 06 April 2026",,Non-International armed conflict (NIAC)
251009,Myanmar,MMR,18.159109,96.65007,"[18.159109, 96.65007]",Recommended figure,Conflict,total,3300,4/6/2026,3/30/2026,4/6/2026,2026,37914,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"East Bago Region, Bago Region, Myanmar","18.159109, 96.65007",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T10:45:56.730720Z,"Myanmar: 3,300 displacements, 30 March - 06 April. According to UNHCR Myanmar, at least 3,300 people were reported displaced in East Bago Region, Bago Region, Myanmar after non-international armed conflict between March 30 and April 6, 2026. UNHCR Myanmar - 06 April 2026",,Non-International armed conflict (NIAC)
251010,Myanmar,MMR,20.98724,95.765671,"[20.98724, 95.765671]",Recommended figure,Conflict,total,1500,4/6/2026,3/30/2026,4/6/2026,2026,37918,Myanmar: Non-International armed conflict (NIAC) - Mandalay Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Mandalay Region, Myanmar","20.98724, 95.765671",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T10:45:56.788014Z,"Myanmar: 1,500 displacements, 30 March - 06 April. According to UNHCR Myanmar, at least 1,500 people were reported displaced in Mandalay Region, Myanmar after non-international armed conflict between March 30 and April 6, 2026. UNHCR Myanmar - 06 April 2026",,Non-International armed conflict (NIAC)
250987,Myanmar,MMR,20.98724,95.765671,"[20.98724, 95.765671]",Recommended figure,Conflict,total,900,3/30/2026,3/23/2026,3/30/2026,2026,37918,Myanmar: Non-International armed conflict (NIAC) - Mandalay Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Mandalay Region, Myanmar","20.98724, 95.765671",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T10:28:14.873274Z,"Myanmar: 900 displacements, 23 March - 30 March. According to UNHCR Myanmar, a total of 900 people were reported displaced in Mandalay Region, Myanmar after non-international armed conflict between March 23 and March 30, 2026. UNHCR Myanmar - 30 March 2026",,Non-International armed conflict (NIAC)
250988,Myanmar,MMR,22.01824,93.503799,"[22.01824, 93.503799]",Recommended figure,Conflict,total,300,3/30/2026,3/23/2026,3/30/2026,2026,37916,Myanmar: Non-International armed conflict (NIAC) - Chin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Chin State, Myanmar","22.01824, 93.503799",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T10:28:14.931697Z,"Myanmar: 300 displacements, 23 March - 30 March. According to UNHCR Myanmar, at least 300 people were reported displaced in Chin State, Myanmar after non-international armed conflict between March 23 and March 30, 2026. UNHCR Myanmar - 30 March 2026",,Non-International armed conflict (NIAC)
250989,Myanmar,MMR,19.28125,97.329178,"[19.28125, 97.329178]",Recommended figure,Conflict,total,500,3/30/2026,3/23/2026,3/30/2026,2026,37907,Myanmar: Non-International armed conflict (NIAC) - Kayah State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kayah State, Myanmar","19.28125, 97.329178",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T10:28:15.006441Z,"Myanmar: 500 displacements, 23 March - 30 March. According to UNHCR Myanmar, a total of 500 people were reported displaced in Kayah State, Myanmar after non-international armed conflict between March 23 and March 30, 2026. UNHCR Myanmar - 30 March 2026",,Non-International armed conflict (NIAC)
250990,Myanmar,MMR,19.40822,94.100594,"[19.40822, 94.100594]",Recommended figure,Conflict,total,1100,3/30/2026,3/23/2026,3/30/2026,2026,37911,Myanmar: Non-International armed conflict (NIAC) - Rakhine State (Central & North) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Rakhine (Central), Myanmar","19.40822, 94.100594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T10:28:15.142661Z,"Myanmar: 1,100 displacements, 23 March - 30 March. According to UNHCR Myanmar, a total of 1,100 people were reported displaced in Rakhine (Central), Myanmar after non-international armed conflict between March 23 and March 30, 2026. UNHCR Myanmar - 30 March 2026",,Non-International armed conflict (NIAC)
250964,Myanmar,MMR,20.98724,95.765671,"[20.98724, 95.765671]",Recommended figure,Conflict,total,2800,3/23/2026,3/16/2026,3/23/2026,2026,37918,Myanmar: Non-International armed conflict (NIAC) - Mandalay Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Mandalay Region, Myanmar","20.98724, 95.765671",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T09:09:59.947114Z,"Myanmar: 2,800 displacements, 16 March - 23 March. According to UNHCR Myanmar, at least 2,800 people were reported displaced in Mandalay Region, Myanmar after non-international armed conflict between March 16 and March 23, 2026. UNHCR Myanmar - 23 March 2026",,Non-International armed conflict (NIAC)
250965,Myanmar,MMR,18.159109,96.65007,"[18.159109, 96.65007]",Recommended figure,Conflict,total,1500,3/23/2026,3/16/2026,3/23/2026,2026,37914,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"East Bago Region, Bago Region, Myanmar","18.159109, 96.65007",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T09:10:00.026975Z,"Myanmar: 1,500 displacements, 16 March - 23 March. According to UNHCR Myanmar, a total of 1,500 people were reported displaced in East Bago Region, Bago Region, Myanmar after non-international armed conflict between March 16 and March 23, 2026. UNHCR Myanmar - 23 March 2026",,Non-International armed conflict (NIAC)
250966,Myanmar,MMR,17.18631,97.749931,"[17.18631, 97.749931]",Recommended figure,Conflict,total,4400,3/23/2026,3/16/2026,3/23/2026,2026,37915,Myanmar: Non-International armed conflict (NIAC) - Kayin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kayin State, Myanmar","17.18631, 97.749931",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T09:10:00.108305Z,"Myanmar: 4,400 displacements, 16 March - 23 March. According to UNHCR Myanmar, at least 4,400 people were reported displaced in Kayin State, Myanmar after non-international armed conflict between March 16 and March 23, 2026. UNHCR Myanmar - 23 March 2026",,Non-International armed conflict (NIAC)
250967,Myanmar,MMR,19.40822,94.100594,"[19.40822, 94.100594]",Recommended figure,Conflict,total,200,3/23/2026,3/16/2026,3/23/2026,2026,37911,Myanmar: Non-International armed conflict (NIAC) - Rakhine State (Central & North) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Rakhine (Central), Myanmar","19.40822, 94.100594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T09:10:00.180851Z,"Myanmar: 200 displacements, 16 March - 23 March. According to UNHCR Myanmar, at least 200 people were reported displaced in Rakhine (Central), Myanmar after non-international armed conflict between March 16 and March 23, 2026. UNHCR Myanmar - 23 March 2026",,Non-International armed conflict (NIAC)
251904,Myanmar,MMR,16.712549,96.567352,"[16.712549, 96.567352]",Recommended figure,Disaster,total,17,3/15/2026,3/15/2026,3/15/2026,2026,42846,Myanmar: Storm - Yangon Region (Thongwa Township) - 15/03/2026,,,3/15/2026,3/15/2026,Weather related,Meteorological,Storm,Storm,,Department of Disaster Management (DDM),,"Thongwa, Yangon, Myanmar","16.712549, 96.567352",County/City/town/Village/Woreda (ADM3),Origin,,2026-06-25T10:41:57.487304Z,"Myanmar: 17 displacements (destroyed housing), 15 March - 15 March. According to Department of Disaster Management (DDM), a total of four households were reported displaced as homes were destroyed in Thongwa, Yangon, Myanmar after a storm on March 15, 2026. Department of Disaster Management (DDM) - 17 March 2026",,Storm
250945,Myanmar,MMR,22.820789,98.005898,"[22.820789, 98.005898]",Recommended figure,Conflict,total,600,3/16/2026,3/9/2026,3/16/2026,2026,37917,Myanmar: Non-International armed conflict (NIAC) - Shan State (North & South) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"North Shan State, Shan State, Myanmar","22.820789, 98.005898",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T08:41:19.594216Z,"Myanmar: 600 displacements, 09 March - 16 March. According to UNHCR Myanmar, a total of 600 people were reported displaced in North Shan State, Shan State, Myanmar after non-international armed conflict between March 9 and March 16, 2026. UNHCR Myanmar - 16 March 2026",,Non-International armed conflict (NIAC)
250946,Myanmar,MMR,18.159109,96.65007,"[18.159109, 96.65007]",Recommended figure,Conflict,total,300,3/16/2026,3/9/2026,3/16/2026,2026,37914,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"East Bago Region, Bago Region, Myanmar","18.159109, 96.65007",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T08:41:19.656174Z,"Myanmar: 300 displacements, 09 March - 16 March. According to UNHCR Myanmar, at least 300 people were reported displaced in East Bago Region, Bago Region, Myanmar after non-international armed conflict between March 9 and March 16, 2026. UNHCR Myanmar - 16 March 2026",,Non-International armed conflict (NIAC)
250924,Myanmar,MMR,18.159109,96.65007,"[18.159109, 96.65007]",Recommended figure,Conflict,total,6100,3/9/2026,3/2/2026,3/9/2026,2026,37914,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"East Bago Region, Bago Region, Myanmar","18.159109, 96.65007",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T08:00:25.632930Z,"Myanmar: 6,100 displacements, 02 March - 09 March. According to UNHCR Myanmar, at least 6,100 people were reported displaced in East Bago Region, Bago Region, Myanmar after non-international armed conflict between March 2 and March 9, 2026. UNHCR Myanmar - 09 March 2026",,Non-International armed conflict (NIAC)
250925,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,2600,3/9/2026,3/2/2026,3/9/2026,2026,37912,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T08:00:25.713194Z,"Myanmar: 2,600 displacements, 02 March - 09 March. According to UNHCR Myanmar, at least 2,600 people were reported displaced in Tanintharyi Region, Myanmar after non-international armed conflict between March 2 and March 9, 2026. UNHCR Myanmar - 09 March 2026",,Non-International armed conflict (NIAC)
250926,Myanmar,MMR,19.40822,94.100594,"[19.40822, 94.100594]",Recommended figure,Conflict,total,4000,3/9/2026,3/2/2026,3/9/2026,2026,37911,Myanmar: Non-International armed conflict (NIAC) - Rakhine State (Central & North) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Rakhine (Central), Myanmar","19.40822, 94.100594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T08:00:25.825802Z,"Myanmar: 4,000 displacements, 02 March - 09 March. According to UNHCR Myanmar, at least 4,000 people were reported displaced in Rakhine (Central), Myanmar after non-international armed conflict between March 2 and March 9, 2026. UNHCR Myanmar - 09 March 2026",,Non-International armed conflict (NIAC)
250927,Myanmar,MMR,24.47151,95.465286,"[24.47151, 95.465286]",Recommended figure,Conflict,total,7600,3/9/2026,3/2/2026,3/9/2026,2026,37909,Myanmar: Non-International armed conflict (NIAC) - Sagaing Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Sagaing, Myanmar","24.47151, 95.465286",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T08:00:25.925916Z,"Myanmar: 7,600 displacements, 02 March - 09 March. According to UNHCR Myanmar, a total of 7,600 people were reported displaced in Sagaing, Myanmar after non-international armed conflict between March 2 and March 9, 2026. UNHCR Myanmar - 09 March 2026",,Non-International armed conflict (NIAC)
250903,Myanmar,MMR,22.820789,98.005898,"[22.820789, 98.005898]",Recommended figure,Conflict,total,200,3/2/2026,2/23/2026,3/2/2026,2026,37917,Myanmar: Non-International armed conflict (NIAC) - Shan State (North & South) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"North Shan State, Shan State, Myanmar","22.820789, 98.005898",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T07:41:11.077595Z,"Myanmar: 200 displacements, 23 February - 02 March. According to UNHCR Myanmar, a total of 200 people were reported displaced in North Shan State, Shan State, Myanmar after non-international armed conflict between February 23 and March 2, 2026. UNHCR Myanmar - 02 March 2026",,Non-International armed conflict (NIAC)
250904,Myanmar,MMR,17.18631,97.749931,"[17.18631, 97.749931]",Recommended figure,Conflict,total,400,3/2/2026,2/23/2026,3/2/2026,2026,37915,Myanmar: Non-International armed conflict (NIAC) - Kayin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kayin State, Myanmar","17.18631, 97.749931",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T07:41:11.133321Z,"Myanmar: 400 displacements, 23 February - 02 March. According to UNHCR Myanmar, a total of 400 people were reported displaced in Kayin State, Myanmar after non-international armed conflict between February 23 and March 2, 2026. UNHCR Myanmar - 02 March 2026",,Non-International armed conflict (NIAC)
250905,Myanmar,MMR,19.40822,94.100594,"[19.40822, 94.100594]",Recommended figure,Conflict,total,700,3/2/2026,2/23/2026,3/2/2026,2026,37911,Myanmar: Non-International armed conflict (NIAC) - Rakhine State (Central & North) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Rakhine (Central), Myanmar","19.40822, 94.100594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T07:41:11.191919Z,"Myanmar: 700 displacements, 23 February - 02 March. According to UNHCR Myanmar, at least 700 people were reported displaced in Rakhine (Central), Myanmar after non-international armed conflict between February 23 and March 2, 2026. UNHCR Myanmar - 02 March 2026",,Non-International armed conflict (NIAC)
250906,Myanmar,MMR,24.47151,95.465286,"[24.47151, 95.465286]",Recommended figure,Conflict,total,400,3/2/2026,2/23/2026,3/2/2026,2026,37909,Myanmar: Non-International armed conflict (NIAC) - Sagaing Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Sagaing, Myanmar","24.47151, 95.465286",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T07:41:11.248614Z,"Myanmar: 400 displacements, 23 February - 02 March. According to UNHCR Myanmar, at least 400 people were reported displaced in Sagaing, Myanmar after non-international armed conflict between February 23 and March 2, 2026. UNHCR Myanmar - 02 March 2026",,Non-International armed conflict (NIAC)
250883,Myanmar,MMR,18.32782,95.64238,"[18.32782, 95.64238]",Recommended figure,Conflict,total,900,2/23/2026,2/16/2026,2/23/2026,2026,37914,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"West Bago Region, Bago Region, Myanmar","18.32782, 95.64238",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T07:20:35.215406Z,"Myanmar: 900 displacements, 16 February - 23 February. According to UNHCR Myanmar, at least 900 people were reported displaced in West Bago Region, Bago Region, Myanmar after non-international armed conflict between February 16 and February 23, 2026. UNHCR Myanmar - 23 February 2026",,Non-International armed conflict (NIAC)
250884,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,300,2/23/2026,2/16/2026,2/23/2026,2026,37912,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T07:20:35.274142Z,"Myanmar: 300 displacements, 16 February - 23 February. According to UNHCR Myanmar, a total of 300 people were reported displaced in Tanintharyi Region, Myanmar after non-international armed conflict between February 16 and February 23, 2026. UNHCR Myanmar - 23 February 2026",,Non-International armed conflict (NIAC)
250885,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,2700,2/23/2026,2/16/2026,2/23/2026,2026,37908,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T07:20:35.333426Z,"Myanmar: 2,700 displacements, 16 February - 23 February. According to UNHCR Myanmar, a total of 2,700 people were reported displaced in Kachin State, Myanmar after non-international armed conflict between February 16 and February 23, 2026. UNHCR Myanmar - 23 February 2026",,Non-International armed conflict (NIAC)
250864,Myanmar,MMR,20.78562,97.532921,"[20.78562, 97.532921]",Recommended figure,Conflict,total,5500,2/16/2026,2/9/2026,2/16/2026,2026,37917,Myanmar: Non-International armed conflict (NIAC) - Shan State (North & South) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"South Shan State, Shan State, Myanmar","20.78562, 97.532921",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T06:57:10.564189Z,"Myanmar: 5,500 displacements, 09 February - 16 February. According to UNHCR Myanmar, a total of 5,500 people were reported displaced in South Shan State, Shan State, Myanmar after non-international armed conflict between February 9 and February 16, 2026. UNHCR Myanmar - 16 February 2026",,Non-International armed conflict (NIAC)
250865,Myanmar,MMR,18.159109,96.65007,"[18.159109, 96.65007]",Recommended figure,Conflict,total,6100,2/16/2026,2/9/2026,2/16/2026,2026,37914,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"East Bago Region, Bago Region, Myanmar","18.159109, 96.65007",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T06:57:10.634743Z,"Myanmar: 6,100 displacements, 09 February - 16 February. According to UNHCR Myanmar, at least 6,100 people were reported displaced in East Bago Region, Bago Region, Myanmar after non-international armed conflict between February 9 and February 16, 2026. UNHCR Myanmar - 16 February 2026",,Non-International armed conflict (NIAC)
250843,Myanmar,MMR,18.159109,96.65007,"[18.159109, 96.65007]",Recommended figure,Conflict,total,1900,2/9/2026,2/2/2026,2/9/2026,2026,37914,Myanmar: Non-International armed conflict (NIAC) - Bago Region (East & West) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"East Bago Region, Bago Region, Myanmar","18.159109, 96.65007",District/Zone/Department (ADM2),Destination,Displacement without preventive evacuations reported,2026-06-11T04:07:23.829259Z,"Myanmar: 1,900 displacements, 02 February - 09 February. According to UNHCR Myanmar, at least 1,900 people were reported displaced in East Bago Region, Bago Region, Myanmar after non-international armed conflict between February 2 and February 9, 2026. UNHCR Myanmar - 09 February 2026",,Non-International armed conflict (NIAC)
250844,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,9700,2/9/2026,2/2/2026,2/9/2026,2026,37912,Myanmar: Non-International armed conflict (NIAC) - Tanintharyi Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-11T04:07:23.899141Z,"Myanmar: 9,700 displacements, 02 February - 09 February. According to UNHCR Myanmar, at least 9,700 people were reported displaced in Tanintharyi Region, Myanmar after non-international armed conflict between February 2 and February 9, 2026. UNHCR Myanmar - 09 February 2026",,Non-International armed conflict (NIAC)
250820,Myanmar,MMR,20.98724,95.765671,"[20.98724, 95.765671]",Recommended figure,Conflict,total,5300,2/2/2026,1/26/2026,2/2/2026,2026,37918,Myanmar: Non-International armed conflict (NIAC) - Mandalay Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Mandalay Region, Myanmar","20.98724, 95.765671",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-10T09:58:36.981935Z,"Myanmar: 5,300 displacements, 26 January - 02 February. According to UNHCR Myanmar, at least 5,300 people were reported displaced in Mandalay Region, Myanmar, between January 26 and February 2, 2026, due to non-international armed conflict. UNHCR Myanmar - 02 February 2026",,Non-International armed conflict (NIAC)
250821,Myanmar,MMR,12.27192,98.489594,"[12.27192, 98.489594]",Recommended figure,Conflict,total,1500,2/2/2026,1/26/2026,2/2/2026,2026,37918,Myanmar: Non-International armed conflict (NIAC) - Mandalay Region - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Tanintharyi Region, Myanmar","12.27192, 98.489594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-10T09:58:37.057750Z,"Myanmar: 1,500 displacements, 26 January - 02 February. According to UNHCR Myanmar, a total of 1,500 people were reported displaced in Tanintharyi Region, Myanmar between January 26 and February 2, 2026, after non-international armed conflict. UNHCR Myanmar - 02 February 2026",,Non-International armed conflict (NIAC)
250822,Myanmar,MMR,26.020769,97.491928,"[26.020769, 97.491928]",Recommended figure,Conflict,total,2900,2/2/2026,1/26/2026,2/2/2026,2026,37908,Myanmar: Non-International armed conflict (NIAC) - Kachin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kachin State, Myanmar","26.020769, 97.491928",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-10T09:58:37.145460Z,"Myanmar: 2,900 displacements, 26 January - 02 February. According to UNHCR Myanmar, at least 2,900 people were reported displaced in Kachin State, Myanmar after non-international armed conflict between January 26 and February 2, 2026. UNHCR Myanmar - 02 February 2026",,Non-International armed conflict (NIAC)
250823,Myanmar,MMR,17.18631,97.749931,"[17.18631, 97.749931]",Recommended figure,Conflict,total,200,2/2/2026,1/26/2026,2/2/2026,2026,37915,Myanmar: Non-International armed conflict (NIAC) - Kayin State - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Kayin State, Myanmar","17.18631, 97.749931",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-10T09:58:37.237053Z,"Myanmar: 200 displacements, 26 January - 02 February. According to UNHCR Myanmar, at least 200 people were reported displaced in Kayin State, Myanmar after non-international armed conflict between January 26 and February 2, 2026. UNHCR Myanmar - 02 February 2026",,Non-International armed conflict (NIAC)
250824,Myanmar,MMR,19.40822,94.100594,"[19.40822, 94.100594]",Recommended figure,Conflict,total,3700,2/2/2026,1/26/2026,2/2/2026,2026,37911,Myanmar: Non-International armed conflict (NIAC) - Rakhine State (Central & North) - 2026,,,1/1/2026,12/31/2026,,,Non-International armed conflict (NIAC),Non-International armed conflict (NIAC),,UNHCR Myanmar,,"Rakhine (Central), Myanmar","19.40822, 94.100594",State/Region/Province (ADM1),Destination,Displacement without preventive evacuations reported,2026-06-10T09:58:37.413009Z,"Myanmar: 3,700 displacements, 26 January - 02 February. According to UNHCR Myanmar, at least 3,700 people were reported displaced in Rakhine (Central), Myanmar after non-international armed conflict between January 26 and February 2, 2026. UNHCR Myanmar - 02 February 2026",,Non-International armed conflict (NIAC)
